phil_id,name,era,summary
283,Walter Terence Stace,Modern,"""Walter Terence Stace (17 November 1886 – 2 August 1967) was a British civil servant, educator, public philosopher and epistemologist, who wrote on Hegel, mysticism, and moral relativism. He worked with the Ceylon Civil Service from 1910-1932, and from 1932-1955 he was employed by Princeton University in the Department of Philosophy. He is most renowned for his work in the philosophy of mysticism, and for books like Mysticism and Philosophy (1960) and Teachings of the Mystics (1960). These works have been influential in the study of mysticism, but they have also been severely criticised for their lack of methodological rigor and their perennialist pre-assumptions."""
284,Karl Barth,Modern,"""Karl Barth (; German: [baʀt]; (1886-05-10)May 10, 1886 – (1968-12-10)December 10, 1968) was a Swiss Reformed theologian who is often regarded as the greatest Protestant theologian of the twentieth century. His influence expanded well beyond the academic realm to mainstream culture, leading him to be featured on the cover of Time on April 20, 1962.
Beginning with his experience as a pastor, Barth rejected his training in the predominant liberal theology typical of 19th-century European Protestantism. He also rejected more conservative forms of Christianity. Instead he embarked on a new theological path initially called dialectical theology due to its stress on the paradoxical nature of divine truth (e.g., God's relationship to humanity embodies both grace and judgment). Many critics have referred to Barth as the father of neo-orthodoxy – a term that Barth emphatically rejected. A more charitable description of his work might be 'a theology of the Word.' Barth's work had a profound impact on twentieth century theology and figures such as Dietrich Bonhoeffer – who like Barth became a leader in the Confessing Church – Thomas F. Torrance, Reinhold Niebuhr, Jacques Ellul, Stanley Hauerwas, Hans Kung, Jürgen Moltmann, and novelists such as John Updike and Miklós Szentkuthy.
Barth's unease with the dominant theology which characterized Europe led him to become a leader in the Confessing Church in Germany, which actively opposed Adolf Hitler and the Nazi regime. In particular, Barth and other members of the movement vigorously attempted to prevent the Nazis from taking over the existing church and establishing a state church controlled by the regime. This culminated in Barth's authorship of the Barmen Declaration, which fiercely criticized Christians who supported the Nazis.
One of the most prolific and influential theologians of the twentieth century, Barth emphasized the sovereignty of God, particularly through his reinterpretation of the Calvinistic doctrine of election, the sinfulness of humanity, and the 'infinite qualitative distinction between God and mankind'. His most famous works are his The Epistle to the Romans, which marked a clear break from his earlier thinking, and his massive thirteen-volume work Church Dogmatics, one of the largest works of systematic theology ever written."""
285,C. D. Broad,Modern,"""Charlie Dunbar Broad (30 December 1887 – 11 March 1971), usually cited as C. D. Broad, was an English epistemologist, historian of philosophy, philosopher of science, moral philosopher, and writer on the philosophical aspects of psychical research. He was known for his thorough and dispassionate examinations of arguments in such works as Scientific Thought, published in 1923, The Mind and Its Place in Nature, published in 1925, and An Examination of McTaggart's Philosophy, published in 1933.
Broad's essay on 'Determinism, Indeterminism, and Libertarianism' in Ethics and the History of Philosophy (1952) introduced the philosophical terms 'occurrent causation' and 'non-occurrent causation', which became the basis for today's 'agent causal' and 'event causal' distinctions in the debates on libertarian free will.

"""
286,Ludwig Wittgenstein,Modern,"""Ludwig Josef Johann Wittgenstein (; German: [ˈvɪtgənˌʃtaɪn]; 26 April 1889 – 29 April 1951) was an Austrian-British philosopher who worked primarily in logic, the philosophy of mathematics, the philosophy of mind, and the philosophy of language. From 1929 to 1947, Wittgenstein taught at the University of Cambridge. During his lifetime he published just one slim book, the 75-page Tractatus Logico-Philosophicus (1921), one article, one book review and a children's dictionary. His voluminous manuscripts were edited and published posthumously. Philosophical Investigations appeared as a book in 1953, and has since come to be recognised as one of the most important works of philosophy in the twentieth century. His teacher Bertrand Russell described Wittgenstein as 'the most perfect example I have ever known of genius as traditionally conceived; passionate, profound, intense, and dominating'.
Born in Vienna into one of Europe's richest families, he inherited a large fortune from his father in 1913. He initially made some donations to artists and writers and then, in a period of severe personal depression after the First World War, he gave away his entire fortune to his brothers and sisters. Three of his brothers committed suicide, with Wittgenstein contemplating it too. He left academia several times—serving as an officer on the front line during World War I, where he was decorated a number of times for his courage; teaching in schools in remote Austrian villages where he encountered controversy for hitting children when they made mistakes in mathematics; and working as a hospital porter during World War II in London where he told patients not to take the drugs they were prescribed while largely managing to keep secret the fact that he was one of the world's most famous philosophers. He described philosophy as 'the only work that gives me real satisfaction'.
His philosophy is often divided into an early period, exemplified by the Tractatus, and a later period, articulated in the Philosophical Investigations. The early Wittgenstein was concerned with the logical relationship between propositions and the world and believed that by providing an account of the logic underlying this relationship, he had solved all philosophical problems. The later Wittgenstein rejected many of the assumptions of the Tractatus, arguing that the meaning of words is best understood as their use within a given language-game."""
287,Gabriel Marcel,Modern,"""Gabriel Honoré Marcel (French: [ɡa.bʁi.jɛl ɔ.nɔ.ʁe maʁ.sɛl]; 7 December 1889 – 8 October 1973) was a French philosopher, playwright, music critic and leading Christian existentialist. The author of over a dozen books and at least thirty plays, Marcel's work focused on the modern individual's struggle in a technologically dehumanizing society. Though often regarded as the first French existentialist, he dissociated himself from figures such as Jean-Paul Sartre, preferring the term 'Philosophy of Existence' or 'neo-Socrateanism' to define his own thought. The Mystery of Being is a well-known two-volume work authored by Marcel."""
288,Martin Heidegger,Modern,"""Martin Heidegger (; German: [ˈmaɐ̯tiːn ˈhaɪdɛɡɐ]; 26 September 1889 – 26 May 1976) was a German philosopher and a seminal thinker in the Continental tradition and philosophical hermeneutics. According to the Internet Encyclopedia of Philosophy, he is 'widely acknowledged to be one of the most original and important philosophers of the 20th century'. Heidegger is best known for his contributions to phenomenology and existentialism, though as the Stanford Encyclopedia of Philosophy cautions, 'his thinking should be identified as part of such philosophical movements only with extreme care and qualification'.
His first and best known book, Being and Time (1927), though unfinished, is one of the central philosophical works of the 20th century. In the first division of the work, Heidegger attempted to turn away from 'ontic' questions about beings to ontological questions about Being, and recover the most fundamental philosophical question: the question of Being, of what it means for something to be. Heidegger approached the question through an inquiry into the being that has an understanding of Being, and asks the question about it, namely, Human being, which he called Dasein ('being-there'). Heidegger argued that Dasein is defined by Care, its practically engaged and concernful mode of Being-in-the-world, in opposition to Rationalist thinkers like René Descartes who located the essence of man in our thinking abilities. For Heidegger thinking is thinking about things originally discovered in our everyday practical engagements. The consequence of this is that our capacity to think cannot be the most central quality of our being because thinking is a reflecting upon this more original way of discovering the world. In the second division, Heidegger argues that human being is even more fundamentally structured by its Temporality, or its concern with, and relationship to time, existing as a structurally open 'possibility-for-being.' He emphasized the importance of Authenticity in human existence, involving a truthful relationship to our thrownness into a world which we are 'always already' concerned with, and to our Being-towards-death, the Finitude of the time and being we are given, and the closing down of our various possibilities for being through time.
Heidegger also made critical contributions to philosophical conceptions of truth, arguing that its original meaning was unconcealment, to philosophical analyses of art as a site of the revelation of truth, and to philosophical understanding of language as the 'house of being.' Heidegger's later work includes criticisms of technology's instrumentalist understanding in the Western tradition as 'enframing,' treating all of Nature as a 'standing reserve' on call for human purposes. Heidegger is a controversial figure, largely for his affiliation with Nazism, as Rector of the University of Freiburg for 11 months, before his resignation in April 1934, for which he neither apologized nor publicly expressed regret, although in private he called it 'the biggest stupidity of his life' (die größte Dummheit seines Lebens)."""
289,Antonio Gramsci,Modern,"""Antonio Francesco Gramsci (Italian: [anˈtɔːnjo fran'tʃesko ˈɡramʃi],  listen ; 22 January 1891 – 27 April 1937) was an Italian Marxist theorist and politician. He wrote on political theory, sociology and linguistics. He attempted to break from the economic determinism of traditional Marxist thought and so is considered a key neo-Marxist. He was a founding member and one-time leader of the Communist Party of Italy and was imprisoned by Benito Mussolini's Fascist regime.
He wrote more than 30 notebooks and 3,000 pages of history and analysis during his imprisonment. His Prison Notebooks are considered a highly original contribution to 20th century political theory. Gramsci drew insights from varying sources – not only other Marxists but also thinkers such as Niccolò Machiavelli, Vilfredo Pareto, Georges Sorel and Benedetto Croce. The notebooks cover a wide range of topics, including Italian history and nationalism, the French Revolution, Fascism, Fordism, civil society, folklore, religion and high and popular culture.
Gramsci is best known for his theory of cultural hegemony, which describes how the state and ruling capitalist class – the bourgeoisie – use cultural institutions to maintain power in capitalist societies. The bourgeoisie in Gramsci's view develops a hegemonic culture using ideology rather than violence, economic force, or coercion. Hegemonic culture propagates its own values and norms so that they become the 'common sense' values of all and thus maintain the status quo. Hegemonic power is therefore used to maintain consent to the capitalist order, rather than coercive power using force to maintain order. This cultural hegemony is produced and reproduced by the dominant class through the institutions that form the superstructure."""
290,Rudolf Carnap,Modern,"""Rudolf Carnap (; German: [ˈkaɐ̯naːp]; May 18, 1891 – September 14, 1970) was a German-born philosopher who was active in Europe before 1935 and in the United States thereafter. He was a major member of the Vienna Circle and an advocate of logical positivism. He is considered 'one of the giants among twentieth-century philosophers.'"""
291,Walter Benjamin,Modern,"""Walter Bendix Schönflies Benjamin (German: [ˈvaltɐ ˈbɛnjamiːn]; 15 July 1892 – 26 September 1940) was a German Jewish philosopher, cultural critic and essayist. An eclectic thinker, combining elements of German idealism, Romanticism, Western Marxism, and Jewish mysticism, Benjamin made enduring and influential contributions to aesthetic theory, literary criticism, and historical materialism. He was associated with the Frankfurt School, and also maintained formative friendships with thinkers such as playwright Bertolt Brecht and Kabbalah scholar Gershom Scholem. He was also related by law to German political theorist Hannah Arendt through her first marriage to his cousin, Günther Anders.
Among Benjamin's best known works are the essays 'The Task of the Translator' (1923), 'The Work of Art in the Age of Mechanical Reproduction' (1936), and 'Theses on the Philosophy of History' (1940). His major work as a literary critic included essays on Baudelaire, Goethe, Kafka, Kraus, Leskov, Proust, Walser, and translation theory. He also made major translations into German of the Tableaux Parisiens section of Baudelaire's Les Fleurs du mal and parts of Proust's À la recherche du temps perdu. In 1940, at the age of 48, Benjamin committed suicide in Portbou at the French–Spanish border while attempting to escape from invading Nazi forces. Though popular acclaim eluded him during his life, the decades following his death won his work posthumous renown."""
292,Brand Blanshard,Modern,"""Percy Brand Blanshard (August 27, 1892 – November 19, 1987) was an American philosopher known primarily for his defense of reason. A powerful polemicist, by all accounts he comported himself with courtesy and grace in philosophical controversies and exemplified the 'rational temper' he advocated."""
293,F. S. C. Northrop,Modern,"""Filmer Stuart Cuckow Northrop (November 27, 1893 in Janesville, Wisconsin – July 21, 1992 in Exeter, New Hampshire) was an American philosopher. After receiving a B.A. from Beloit College in 1915, and an MA from Yale University in 1919, he went on to Harvard University where he earned another MA in 1922 and a Ph.D. in 1924.
He was appointed to the Yale faculty in 1923 as an instructor in Philosophy, and later was named professor in 1932. In 1947 he was appointed Sterling Professor of Philosophy and Law. He chaired the Philosophy department from 1938 to 1940 and was the first Master of Silliman College from 1940 to 1947.
Northrop was personally acquainted with and close to a great number of leading figures in philosophy, politics, and science. These included G. H. Hardy, Bertrand Russell, Ludwig Wittgenstein, Erwin Schroedinger, Hermann Weyl, Norbert Wiener, Mao Zedong, John Foster Dulles and Mohammed Iqbal, among many others. For instance, see the dedication to 'Man, Nature, and God.'
He was the author of twelve books and innumerable articles on all major branches of philosophy. Chapter-length studies of seven of these books can be found in Fred Seddon’s An Introduction to the Philosophical Works of F. S. C. Northrop."""
294,Roman Ingarden,Modern,"""Roman Witold Ingarden (; February 5, 1893 – June 14, 1970) was a Polish philosopher who worked in phenomenology, ontology and aesthetics.
Before World War II, Ingarden published his works mainly in the German language. During the war, he switched to Polish, and as a result his major works in ontology went largely unnoticed by the wider world philosophical community."""
295,Susanne Langer,Modern,"""Susanne Katherina Langer (née Knauth) (December 20, 1895 – July 17, 1985) was an American philosopher, writer, and educator and was well known for her theories on the influences of art on the mind. She was one of the first women in American history to achieve an academic career in philosophy and the first woman to be popularly and professionally recognized as an American philosopher. Langer is best known for her 1942 book entitled, Philosophy in a New Key. In 1960, Langer was elected a Fellow of the American Academy of Arts and Sciences."""
296,Friedrich Waismann,Modern,"""Friedrich Waismann (21 March 1896 – 4 November 1959) was an Austrian mathematician, physicist, and philosopher. He is best known for being a member of the Vienna Circle and one of the key theorists in logical positivism."""
297,Georges Bataille,Modern,"""Georges Albert Maurice Victor Bataille (French: [ʒɔʁʒ batɑj]; 10 September 1897 – 9 July 1962) was a French intellectual and literary figure working in literature, philosophy, anthropology, economics, sociology and history of art. His writing, which included essays, novels, and poetry, explored such subjects as eroticism, mysticism, surrealism, and transgression. His work would prove influential on subsequent schools of philosophy and social theory, including poststructuralism."""
298,Herbert Marcuse,Modern,"""Herbert Marcuse (German: [maʀˈkuːzə]; July 19, 1898 – July 29, 1979) was a German-American philosopher, sociologist, and political theorist, associated with the Frankfurt School of Critical Theory. Born in Berlin, Marcuse studied at the universities of Berlin and then at Freiburg, where he received his Ph.D. He was a prominent figure in the Frankfurt-based Institute for Social Research – what later became known as the Frankfurt School. He was married to Sophie Wertheim (1924–1951), Inge Neumann (1955–1972), and Erica Sherover (1976–1979). In his written works, he criticized capitalism, modern technology, historical materialism and entertainment culture, arguing that they represent new forms of social control.
Between 1943 and 1950, Marcuse worked in U.S. Government service for the Office of Strategic Services (predecessor of the Central Intelligence Agency) where he criticized the Ideology of the Communist Party of the Soviet Union in the book Soviet Marxism: A Critical Analysis (1958). After his studies, in the 1960s and the 1970s he became known as the preeminent theorist of the New Left and the student movements of West Germany, France, and the United States.
His best known works are Eros and Civilization (1955) and One-Dimensional Man (1964). His Marxist scholarship inspired many radical intellectuals and political activists in the 1960s and 1970s, both in the United States and internationally."""
299,Xavier Zubiri,Modern,"""Xavier Zubiri (4 December 1898 – 21 September 1983) was a Spanish philosopher."""
300,Leo Strauss,Modern,"""Leo Strauss (; German: [ʃtraʊs]; September 20, 1899 – October 18, 1973) was a German-American political philosopher and classicist who specialized in classical political philosophy. He was born in Germany to Jewish parents and later emigrated from Germany to the United States. He spent most of his career as a professor of political science at the University of Chicago, where he taught several generations of students and published fifteen books.
Originally trained in the neo-Kantian tradition with Ernst Cassirer and immersed in the work of the phenomenologists Edmund Husserl and Martin Heidegger, Strauss later focused his research on the Greek texts of Plato and Aristotle, retracing their interpretation through medieval Islamic and Jewish philosophy and encouraging the application of those ideas to contemporary political theory."""
301,H.H. Price,Modern,"""Henry Habberley Price (17 May 1899 – 26 November 1984), usually cited as H. H. Price, was a Welsh philosopher, known for his work on perception. He also wrote on parapsychology."""
302,Gilbert Ryle,Modern,"""Gilbert Ryle (19 August 1900 – 6 October 1976) was a British philosopher. He was a representative of the generation of British ordinary language philosophers who shared Wittgenstein's approach to philosophical problems, and is principally known for his critique of Cartesian dualism for which he coined the phrase 'the ghost in the machine.' Some of his ideas in the philosophy of mind have been referred to as 'behaviourist.' Ryle's best known book is The Concept of Mind (1949), in which he writes that the 'general trend of this book will undoubtedly, and harmlessly, be stigmatised as 'behaviourist'.' Ryle, having engaged in detailed study of the key works of Bernard Bolzano, Franz Brentano, Alexius Meinong, Edmund Husserl, and Martin Heidegger, himself suggested instead that the book 'could be described as a sustained essay in phenomenology, if you are at home with that label.'"""
303,Hans-Georg Gadamer,Modern,"""Hans-Georg Gadamer (German: [ˈɡaːdamɐ]; February 11, 1900 – March 13, 2002) was a German philosopher of the continental tradition, best known for his 1960 magnum opus Truth and Method (Wahrheit und Methode) on hermeneutics. He was a Protestant Christian."""
304,Jacques Lacan,Modern,"""Jacques Marie Émile Lacan (; French: [ʒak lakɑ̃]; 13 April 1901 – 9 September 1981) was a French psychoanalyst and psychiatrist who has been called 'the most controversial psycho-analyst since Freud'. Giving yearly seminars in Paris from 1953 to 1981, Lacan influenced many leading French intellectuals in the 1960s and the 1970s, especially those associated with post-structuralism. His ideas had a significant impact on post-structuralism, critical theory, linguistics, 20th-century French philosophy, film theory, and clinical psychoanalysis."""
305,Alfred Tarski,Modern,"""Alfred Tarski (; January 14, 1901 – October 26, 1983), born Alfred Teitelbaum, was a Polish-American logician and mathematician of Polish-Jewish descent. Educated in Poland at the University of Warsaw, and a member of the Lwów–Warsaw school of logic and the Warsaw school of mathematics, he immigrated to the United States in 1939 where he became a naturalized citizen in 1945. Tarski taught and carried out research in mathematics at the University of California, Berkeley from 1942 until his death in 1983.
A prolific author best known for his work on model theory, metamathematics, and algebraic logic, he also contributed to abstract algebra, topology, geometry, measure theory, mathematical logic, set theory, and analytic philosophy.
His biographers Anita and Solomon Feferman state that, 'Along with his contemporary, Kurt Gödel, he changed the face of logic in the twentieth century, especially through his work on the concept of truth and the theory of models.'"""
306,Ernest Nagel,Modern,"""Ernest Nagel (November 16, 1901 – September 20, 1985) was an American philosopher of science. Along with Rudolf Carnap, Hans Reichenbach, and Carl Hempel, he is sometimes seen as one of the major figures of the logical positivist movement.

"""
307,Karl Popper,Modern,"""Sir Karl Raimund Popper  (28 July 1902 – 17 September 1994) was an Austrian and British philosopher and professor. He is generally regarded as one of the 20th century's greatest philosophers of science.
Popper is known for his rejection of the classical inductivist views on the scientific method, in favour of empirical falsification: A theory in the empirical sciences can never be proven, but it can be falsified, meaning that it can and should be scrutinized by decisive experiments. Popper is also known for his opposition to the classical justificationist account of knowledge, which he replaced with critical rationalism, namely 'the first non-justificational philosophy of criticism in the history of philosophy.'
In political discourse, he is known for his vigorous defence of liberal democracy and the principles of social criticism that he came to believe made a flourishing open society possible. His political philosophy embraces ideas from all major democratic political ideologies and attempts to reconcile them: socialism/social democracy, libertarianism/classical liberalism and conservatism."""
308,Mortimer J. Adler,Modern,"""Mortimer Jerome Adler (December 28, 1902 – June 28, 2001) was an American philosopher, educator, and popular author. As a philosopher he worked within the Aristotelian and Thomistic traditions. He lived for long stretches in New York City, Chicago, San Francisco, and San Mateo, California. He worked for Columbia University, the University of Chicago, Encyclopædia Britannica, and Adler's own Institute for Philosophical Research."""
309,Frank P. Ramsey,Modern,"""Frank Plumpton Ramsey (; 22 February 1903 – 19 January 1930) was a British philosopher, mathematician and economist who died at the age of 26. He was a close friend of Ludwig Wittgenstein and was instrumental in translating Wittgenstein's Tractatus Logico-Philosophicus into English, as well as persuading Wittgenstein to return to philosophy and Cambridge. Like Wittgenstein, he was a member of the Cambridge Apostles, the intellectual secret society, from 1921."""
310,Theodor W. Adorno,Modern,"""Theodor W. Adorno (; German: [aˈdɔʀno]; born Theodor Ludwig Wiesengrund; September 11, 1903 – August 6, 1969) was a German philosopher, sociologist, and composer known for his critical theory of society.
He was a leading member of the Frankfurt School of critical theory, whose work has come to be associated with thinkers such as Ernst Bloch, Walter Benjamin, Max Horkheimer and Herbert Marcuse, for whom the works of Freud, Marx, and Hegel were essential to a critique of modern society. He is widely regarded as one of the 20th century's foremost thinkers on aesthetics and philosophy, as well as one of its preeminent essayists. As a critic of both fascism and what he called the culture industry, his writings—such as Dialectic of Enlightenment (1947), Minima Moralia (1951) and Negative Dialectics (1966)—strongly influenced the European New Left.
Amidst the vogue enjoyed by existentialism and positivism in early 20th-century Europe, Adorno advanced a dialectical conception of natural history that critiqued the twin temptations of ontology and empiricism through studies of Kierkegaard and Husserl. As a classically trained pianist whose sympathies with the twelve-tone technique of Arnold Schoenberg resulted in his studying composition with Alban Berg of the Second Viennese School, Adorno's commitment to avant-garde music formed the backdrop of his subsequent writings and led to his collaboration with Thomas Mann on the latter's novel Doctor Faustus, while the two men lived in California as exiles during the Second World War. Working for the newly relocated Institute for Social Research, Adorno collaborated on influential studies of authoritarianism, antisemitism and propaganda that would later serve as models for sociological studies the Institute carried out in post-war Germany.
Upon his return to Frankfurt, Adorno was involved with the reconstitution of German intellectual life through debates with Karl Popper on the limitations of positivist science, critiques of Heidegger's language of authenticity, writings on German responsibility for the Holocaust, and continued interventions into matters of public policy. As a writer of polemics in the tradition of Nietzsche and Karl Kraus, Adorno delivered scathing critiques of contemporary Western culture. Adorno's posthumously published Aesthetic Theory, which he planned to dedicate to Samuel Beckett, is the culmination of a lifelong commitment to modern art which attempts to revoke the 'fatal separation' of feeling and understanding long demanded by the history of philosophy and explode the privilege aesthetics accords to content over form and contemplation over immersion."""
311,Ernest Addison Moody,Modern,"""Ernest Addison Moody (1903–1975) was a noted philosopher, medievalist, and logician as well as a musician and scientist. He served as professor of philosophy at University of California, Los Angeles (UCLA), where he also served as department chair, and Columbia University. He has an annual memorial conference in his name on the subject of medieval philosophy. He was president of the American Philosophical Association from 1963-1964.
His father was John Moody, founder of the US credit rating agency Moody's Investors Service."""
312,Jean-Paul Sartre,Modern,"""Jean-Paul Charles Aymard Sartre (; French: [saʁtʁ]; 21 June 1905 – 15 April 1980) was a French philosopher, playwright, novelist, political activist, biographer, and literary critic. He was one of the key figures in the philosophy of existentialism and phenomenology, and one of the leading figures in 20th-century French philosophy and Marxism.
His work has also influenced sociology, critical theory, post-colonial theory, and literary studies, and continues to influence these disciplines.
Sartre was also noted for his open relationship with prominent feminist and fellow existentialist philosopher and writer Simone de Beauvoir. Together, Sartre and de Beauvoir challenged the cultural and social assumptions and expectations of their upbringings, which they considered bourgeois, in both lifestyle and thought. The conflict between oppressive, spiritually destructive conformity (mauvaise foi, literally, 'bad faith') and an 'authentic' way of 'being' became the dominant theme of Sartre's early work, a theme embodied in his principal philosophical work Being and Nothingness (L'Être et le Néant, 1943). Sartre's introduction to his philosophy is his work Existentialism and Humanism (L'existentialisme est un humanisme, 1946), originally presented as a lecture.
He was awarded the 1964 Nobel Prize in Literature but refused it, saying that he always declined official honours and that 'a writer should not allow himself to be turned into an institution'.

"""
313,Karl Jaspers,Modern,"""Karl Theodor Jaspers (German: [ˈjaspɐs]; 23 February 1883 – 26 February 1969) was a German-Swiss psychiatrist and philosopher who had a strong influence on modern theology, psychiatry, and philosophy. After being trained in and practicing psychiatry, Jaspers turned to philosophical inquiry and attempted to discover an innovative philosophical system. He was often viewed as a major exponent of existentialism in Germany, though he did not accept the label."""
314,Eugen Fink,Modern,"""Eugen Fink (11 December 1905 – 25 July 1975) was a German philosopher."""
315,Ayn Rand,Modern,"""Ayn Rand (; born Alisa Zinov'yevna Rosenbaum , Russian: Али́са Зино́вьевна Розенба́ум; February 2 [O.S. January 20] 1905 – March 6, 1982) was a Russian-American novelist, philosopher, playwright, and screenwriter. She is known for her two best-selling novels, The Fountainhead and Atlas Shrugged, and for developing a philosophical system she called Objectivism. Educated in Russia, she moved to the United States in 1926. She had a play produced on Broadway in 1935–1936. After two early novels that were initially unsuccessful in America, she achieved fame with her 1943 novel, The Fountainhead.
In 1957, Rand published her best-known work, the novel Atlas Shrugged. Afterward, she turned to non-fiction to promote her philosophy, publishing her own magazines and releasing several collections of essays until her death in 1982. Rand advocated reason as the only means of acquiring knowledge, and rejected faith and religion. She supported rational and ethical egoism, and rejected altruism. In politics, she condemned the initiation of force as immoral, and opposed collectivism and statism as well as anarchism, and instead supported laissez-faire capitalism, which she defined as the system based on recognizing individual rights, including property rights. In art, Rand promoted romantic realism. She was sharply critical of most philosophers and philosophical traditions known to her, except for Aristotle, Thomas Aquinas, and classical liberals.
Literary critics received Rand's fiction with mixed reviews, and academia generally ignored or rejected her philosophy, though academic interest has increased in recent decades. The Objectivist movement attempts to spread her ideas, both to the public and in academic settings. She has been a significant influence among libertarians and American conservatives."""
316,Kurt Gödel,Modern,"""Kurt Friedrich Gödel (, US: ; German: [ˈkʊɐ̯t ˈɡøːdl̩]; April 28, 1906 – January 14, 1978) was an Austrian, and later American, logician, mathematician, and philosopher. Considered along with Aristotle, Alfred Tarski and Gottlob Frege to be one of the most significant logicians in history, Gödel made an immense impact upon scientific and philosophical thinking in the 20th century, a time when others such as Bertrand Russell, Alfred North Whitehead, and David Hilbert were analyzing the use of logic and set theory to understand the foundations of mathematics pioneered by Georg Cantor.
Gödel published his two incompleteness theorems in 1931 when he was 25 years old, one year after finishing his doctorate at the University of Vienna. The first incompleteness theorem states that for any self-consistent recursive axiomatic system powerful enough to describe the arithmetic of the natural numbers (for example Peano arithmetic), there are true propositions about the naturals that cannot be proved from the axioms. To prove this theorem, Gödel developed a technique now known as Gödel numbering, which codes formal expressions as natural numbers.
He also showed that neither the axiom of choice nor the continuum hypothesis can be disproved from the accepted axioms of set theory, assuming these axioms are consistent. The former result opened the door for mathematicians to assume the axiom of choice in their proofs. He also made important contributions to proof theory by clarifying the connections between classical logic, intuitionistic logic, and modal logic."""
317,Emmanuel Levinas,Modern,"""Emmanuel Levinas (French: [ɛmanɥɛl ləvinas]; 12 January 1906 – 25 December 1995) was a French philosopher of Lithuanian Jewish ancestry who is known for his work related to Jewish philosophy, existentialism, ethics, Phenomenology and ontology."""
318,Hannah Arendt,Modern,"""Johanna 'Hannah' Arendt ( or ; German: [ˈaːʀənt]; 14 October 1906 – 4 December 1975) was a German-born American political theorist. Her 18 books and numerous articles, ranging from works on totalitarianism to thinking and judging, greatly influence political philosophy to this day. Arendt is widely considered one of the most important thinkers of the twentieth century.
She escaped from Germany during the Holocaust, becoming an American citizen. Her works deal with the nature of power and the subjects of politics, direct democracy, authority, and totalitarianism. The Hannah Arendt Prize is named in her honor."""
319,H.L.A. Hart,Modern,"""Herbert Lionel Adolphus Hart, FBA (18 July 1907 – 19 December 1992), usually cited as H. L. A. Hart, was a British legal philosopher, and a major figure in political and legal philosophy. He was Professor of Jurisprudence at Oxford University and the Principal of Brasenose College, Oxford. His most famous work is The Concept of Law (1961; 3rd edition, 2012), which has been hailed as 'the most important work of legal philosophy written in the twentieth century'. He is considered one of the world's foremost legal philosophers in the twentieth century, alongside Hans Kelsen."""
320,Charles Stevenson,Modern,"""Charles Leslie Stevenson (June 27, 1908 – March 14, 1979) was an American analytic philosopher best known for his work in ethics and aesthetics.
He was a professor at Yale University from 1939 to 1946, but was denied tenure because of his defense of emotivism. He then taught at the University of Michigan from 1946 to 1977. He studied in England with Wittgenstein and G. E. Moore. Among his students was Joel Feinberg.
He gave the most sophisticated defense of emotivism in the post-war period. In his papers 'The Emotive Meaning of Ethical Terms' (1937) and 'Persuasive Definitions' (1938), and his book Ethics and Language (1944), he developed a theory of emotive meaning; which he then used to provide a foundation for his theory of a persuasive definition. He furthermore advanced emotivism as a meta-ethical theory that sharply delineated between cognitive, scientific uses of language (used to state facts and to give reasons, and subject to the laws of science) and non-cognitive uses (used to state feelings and exercise influence).

"""
321,Maurice Merleau-Ponty,Modern,"""Maurice Merleau-Ponty (French: [mɔʁis mɛʁlo pɔ̃ti]; 14 March 1908 – 3 May 1961) was a French phenomenological philosopher, strongly influenced by Edmund Husserl and Martin Heidegger. The constitution of meaning in human experience was his main interest and he wrote on perception, art, and politics. He was on the editorial board of Les Temps modernes, the leftist magazine established by Jean-Paul Sartre in 1945.
At the core of Merleau-Ponty's philosophy is a sustained argument for the foundational role perception plays in understanding the world as well as engaging with the world. Like the other major phenomenologists, Merleau-Ponty expressed his philosophical insights in writings on art, literature, linguistics, and politics. He was the only major phenomenologist of the first half of the twentieth century to engage extensively with the sciences and especially with descriptive psychology. It is through this engagement that his writings have become influential in the recent project of naturalizing phenomenology, in which phenomenologists use the results of psychology and cognitive science.
Merleau-Ponty emphasized the body as the primary site of knowing the world, a corrective to the long philosophical tradition of placing consciousness as the source of knowledge, and maintained that the body and that which it perceived could not be disentangled from each other. The articulation of the primacy of embodiment led him away from phenomenology towards what he was to call “indirect ontology” or the ontology of “the flesh of the world” (la chair du monde), seen in his final and incomplete work, The Visible and Invisible, and his last published essay, “Eye and Mind”."""
322,Simone de Beauvoir,Modern,"""Simone Lucie Ernestine Marie Bertrand de Beauvoir ( or ; French pronunciation: [simɔn də bovwaʁ]; 9 January 1908 – 14 April 1986) was a French writer, intellectual, existentialist philosopher, political activist, feminist and social theorist. Though she did not consider herself a philosopher, she had a significant influence on both feminist existentialism and feminist theory.
De Beauvoir wrote novels, essays, biographies, autobiography and monographs on philosophy, politics and social issues. She was known for her 1949 treatise The Second Sex, a detailed analysis of women's oppression and a foundational tract of contemporary feminism; and for her novels, including She Came to Stay and The Mandarins. She was also known for her lifelong open relationship with French philosopher Jean-Paul Sartre."""
