phil1id,source,phil2id,target
262,Martin Buber,221,Wilhelm Dilthey,
21,Democritus,263,George Santayana,
415,Lucretius,263,George Santayana,
133,Baruch Spinoza,263,George Santayana,
228,William James,263,George Santayana,
263,George Santayana,21,Democritus,
263,George Santayana,415,Lucretius,
264,Harold Arthur Prichard,21,Democritus,
264,Harold Arthur Prichard,415,Lucretius,
264,Harold Arthur Prichard,133,Baruch Spinoza,
390,Euclid,265,Bertrand Russell,
205,John Stuart Mill,265,Bertrand Russell,
245,Giuseppe Peano,265,Bertrand Russell,
1180,George Boole,265,Bertrand Russell,
204,Augustus De Morgan,265,Bertrand Russell,
235,Gottlob Frege,265,Bertrand Russell,
1109,Georg Cantor,265,Bertrand Russell,
263,George Santayana,265,Bertrand Russell,
239,Alexius Meinong,265,Bertrand Russell,
133,Baruch Spinoza,265,Bertrand Russell,
225,Ernst Mach,265,Bertrand Russell,
161,David Hume,265,Bertrand Russell,
143,Gottfried Wilhelm Leibniz,265,Bertrand Russell,
286,Ludwig Wittgenstein,265,Bertrand Russell,
253,Alfred North Whitehead,265,Bertrand Russell,
1288,G. E. Moore,265,Bertrand Russell,
1300,George Stout,265,Bertrand Russell,
224,Henry Sidgwick,265,Bertrand Russell,
359,Alvin Plantinga,265,Bertrand Russell,
1007,Percy Bysshe Shelley,265,Bertrand Russell,
265,Bertrand Russell,390,Euclid,
265,Bertrand Russell,205,John Stuart Mill,
265,Bertrand Russell,245,Giuseppe Peano,
265,Bertrand Russell,1180,George Boole,
265,Bertrand Russell,204,Augustus De Morgan,
265,Bertrand Russell,235,Gottlob Frege,
265,Bertrand Russell,1109,Georg Cantor,
265,Bertrand Russell,263,George Santayana,
265,Bertrand Russell,239,Alexius Meinong,
265,Bertrand Russell,133,Baruch Spinoza,
265,Bertrand Russell,225,Ernst Mach,
265,Bertrand Russell,161,David Hume,
265,Bertrand Russell,143,Gottfried Wilhelm Leibniz,
265,Bertrand Russell,286,Ludwig Wittgenstein,
265,Bertrand Russell,253,Alfred North Whitehead,
265,Bertrand Russell,1288,G. E. Moore,
265,Bertrand Russell,1300,George Stout,
265,Bertrand Russell,224,Henry Sidgwick,
265,Bertrand Russell,359,Alvin Plantinga,
265,Bertrand Russell,1007,Percy Bysshe Shelley,
1057,Böhme,267,Nikolai Berdyaev,
1571,Seraphim of Sarov,267,Nikolai Berdyaev,
448,Kant,267,Nikolai Berdyaev,
1572,Baader,267,Nikolai Berdyaev,
1573,Khomyakov,267,Nikolai Berdyaev,
1219,Dostoyevsky,267,Nikolai Berdyaev,
1574,Leontiev,267,Nikolai Berdyaev,
1089,Solovyov,267,Nikolai Berdyaev,
400,Nietzsche,267,Nikolai Berdyaev,
1575,Semyon Frank,267,Nikolai Berdyaev,
398,Hegel,267,Nikolai Berdyaev,
1576,Sergey Bulgakov,267,Nikolai Berdyaev,
267,Nikolai Berdyaev,1057,Böhme,
267,Nikolai Berdyaev,1571,Seraphim of Sarov,
267,Nikolai Berdyaev,448,Kant,
267,Nikolai Berdyaev,1572,Baader,
267,Nikolai Berdyaev,1573,Khomyakov,
267,Nikolai Berdyaev,1219,Dostoyevsky,
267,Nikolai Berdyaev,1574,Leontiev,
267,Nikolai Berdyaev,1089,Solovyov,
267,Nikolai Berdyaev,400,Nietzsche,
171,Immanuel Kant,268,Ernst Cassirer,
143,Gottfried Wilhelm Leibniz,268,Ernst Cassirer,
1583,Hermann Cohen,268,Ernst Cassirer,
952,Johann Wolfgang von Goethe,268,Ernst Cassirer,
193,Friedrich Wilhelm Joseph Schelling,268,Ernst Cassirer,
268,Ernst Cassirer,171,Immanuel Kant,
268,Ernst Cassirer,143,Gottfried Wilhelm Leibniz,
268,Ernst Cassirer,1583,Hermann Cohen,
125,Blaise Pascal,269,Max Scheler,
226,Franz Brentano,269,Max Scheler,
221,Wilhelm Dilthey,269,Max Scheler,
1585,Rudolf Eucken,269,Max Scheler,
246,Edmund Husserl,269,Max Scheler,
1586,Theodor Lipps,269,Max Scheler,
1279,Georg Simmel,269,Max Scheler,
248,Henri Bergson,269,Max Scheler,
1104,Carl Stumpf,269,Max Scheler,
269,Max Scheler,125,Blaise Pascal,
269,Max Scheler,226,Franz Brentano,
269,Max Scheler,221,Wilhelm Dilthey,
269,Max Scheler,1585,Rudolf Eucken,
269,Max Scheler,246,Edmund Husserl,
30,Plato,270,Giovanni Gentile,
146,Giambattista Vico,270,Giovanni Gentile,
398,Hegel,270,Giovanni Gentile,
1589,Vincenzo Gioberti,270,Giovanni Gentile,
1590,Rosmini,270,Giovanni Gentile,
1591,Bertrando Spaventa,270,Giovanni Gentile,
1592,Giuseppe Mazzini,270,Giovanni Gentile,
1593,Pasquale Galluppi,270,Giovanni Gentile,
451,Marx,270,Giovanni Gentile,
400,Nietzsche,270,Giovanni Gentile,
856,Croce,270,Giovanni Gentile,
270,Giovanni Gentile,30,Plato,
270,Giovanni Gentile,146,Giambattista Vico,
270,Giovanni Gentile,398,Hegel,
270,Giovanni Gentile,1589,Vincenzo Gioberti,
270,Giovanni Gentile,1590,Rosmini,
270,Giovanni Gentile,1591,Bertrando Spaventa,
270,Giovanni Gentile,1592,Giuseppe Mazzini,
270,Giovanni Gentile,1593,Pasquale Galluppi,
270,Giovanni Gentile,451,Marx,
171,Immanuel Kant,272,William David Ross,
1288,G. E. Moore,272,William David Ross,
1601,H. A. Prichard,272,William David Ross,
272,William David Ross,171,Immanuel Kant,
272,William David Ross,1288,G. E. Moore,
272,William David Ross,1601,H. A. Prichard,
1605,Saint Paul,273,Pierre Teilhard de Chardin,
1606,Saint John the Evangelist,273,Pierre Teilhard de Chardin,
1607,Origen,273,Pierre Teilhard de Chardin,
1608,Saint Gregory of Nyssa,273,Pierre Teilhard de Chardin,
1609,Saint Ignatius of Loyola,273,Pierre Teilhard de Chardin,
248,Henri Bergson,273,Pierre Teilhard de Chardin,
191,Georg Wilhelm Friedrich Hegel,273,Pierre Teilhard de Chardin,
190,Friedrich Schleiermacher,273,Pierre Teilhard de Chardin,
273,Pierre Teilhard de Chardin,1605,Saint Paul,
273,Pierre Teilhard de Chardin,1606,Saint John the Evangelist,
273,Pierre Teilhard de Chardin,1607,Origen,
273,Pierre Teilhard de Chardin,1608,Saint Gregory of Nyssa,
273,Pierre Teilhard de Chardin,1609,Saint Ignatius of Loyola,
1583,Hermann Cohen,274,Hans Kelsen,
457,Hume,274,Hans Kelsen,
448,Kant,274,Hans Kelsen,
1615,Vaihinger,274,Hans Kelsen,
274,Hans Kelsen,1583,Hermann Cohen,
274,Hans Kelsen,457,Hume,
274,Hans Kelsen,448,Kant,
274,Hans Kelsen,1615,Vaihinger,
225,Ernst Mach,275,Moritz Schlick,
286,Ludwig Wittgenstein,275,Moritz Schlick,
265,Bertrand Russell,275,Moritz Schlick,
1621,Max Planck,275,Moritz Schlick,
275,Moritz Schlick,225,Ernst Mach,
275,Moritz Schlick,286,Ludwig Wittgenstein,
275,Moritz Schlick,265,Bertrand Russell,
275,Moritz Schlick,1621,Max Planck,
225,Ernst Mach,276,Otto Neurath,
276,Otto Neurath,225,Ernst Mach,
1583,Hermann Cohen,277,Nicolai Hartmann,
1626,Paul Natorp,277,Nicolai Hartmann,
448,Kant,277,Nicolai Hartmann,
398,Hegel,277,Nicolai Hartmann,
30,Plato,277,Nicolai Hartmann,
269,Max Scheler,277,Nicolai Hartmann,
277,Nicolai Hartmann,1583,Hermann Cohen,
277,Nicolai Hartmann,1626,Paul Natorp,
35,Aristotle,278,Jacques Maritain,
532,St. Thomas Aquinas,278,Jacques Maritain,
1142,Charles Maurras,278,Jacques Maritain,
1628,Étienne Gilson,278,Jacques Maritain,
278,Jacques Maritain,35,Aristotle,
278,Jacques Maritain,532,St. Thomas Aquinas,
278,Jacques Maritain,1142,Charles Maurras,
278,Jacques Maritain,1628,Étienne Gilson,
1583,Hermann Cohen,279,José Ortega y Gasset,
221,Wilhelm Dilthey,279,José Ortega y Gasset,
1626,Paul Natorp,279,José Ortega y Gasset,
230,Friedrich Nietzsche,279,José Ortega y Gasset,
269,Max Scheler,279,José Ortega y Gasset,
1636,C. S. Peirce,279,José Ortega y Gasset,
246,Edmund Husserl,279,José Ortega y Gasset,
256,Miguel de Unamuno,279,José Ortega y Gasset,
279,José Ortega y Gasset,1583,Hermann Cohen,
279,José Ortega y Gasset,221,Wilhelm Dilthey,
279,José Ortega y Gasset,1626,Paul Natorp,
279,José Ortega y Gasset,230,Friedrich Nietzsche,
279,José Ortega y Gasset,269,Max Scheler,
279,José Ortega y Gasset,1636,C. S. Peirce,
279,José Ortega y Gasset,246,Edmund Husserl,
279,José Ortega y Gasset,256,Miguel de Unamuno,
241,Josiah Royce,280,Clarence Irving Lewis,
271,Ralph Barton Perry,280,Clarence Irving Lewis,
280,Clarence Irving Lewis,241,Josiah Royce,
280,Clarence Irving Lewis,271,Ralph Barton Perry,
1650,Émile Meyerson,281,Gaston Bachelard,
199,Auguste Comte,281,Gaston Bachelard,
1651,Abel Rey,281,Gaston Bachelard,
774,Léon Brunschvicg,281,Gaston Bachelard,
281,Gaston Bachelard,1650,Émile Meyerson,
281,Gaston Bachelard,199,Auguste Comte,
281,Gaston Bachelard,1651,Abel Rey,
281,Gaston Bachelard,774,Léon Brunschvicg,
171,Immanuel Kant,282,György Lukács,
1196,G.W.F. Hegel,282,György Lukács,
217,Karl Marx,282,György Lukács,
218,Friedrich Engels,282,György Lukács,
255,Max Weber,282,György Lukács,
1279,Georg Simmel,282,György Lukács,
221,Wilhelm Dilthey,282,György Lukács,
1659,Emil Lask,282,György Lukács,
1200,Georges Sorel,282,György Lukács,
1660,Vladimir Lenin,282,György Lukács,
260,Rosa Luxemburg,282,György Lukács,
433,Søren Kierkegaard,282,György Lukács,
282,György Lukács,171,Immanuel Kant,
282,György Lukács,1196,G.W.F. Hegel,
282,György Lukács,217,Karl Marx,
282,György Lukács,218,Friedrich Engels,
282,György Lukács,255,Max Weber,
282,György Lukács,1279,Georg Simmel,
282,György Lukács,221,Wilhelm Dilthey,
282,György Lukács,1659,Emil Lask,
282,György Lukács,1200,Georges Sorel,
282,György Lukács,1660,Vladimir Lenin,
282,György Lukács,260,Rosa Luxemburg,
282,György Lukács,433,Søren Kierkegaard,
398,Hegel,283,Walter Terence Stace,
161,David Hume,283,Walter Terence Stace,
261,G.E. Moore,283,Walter Terence Stace,
265,Bertrand Russell,283,Walter Terence Stace,
1674,H.H. Price,283,Walter Terence Stace,
283,Walter Terence Stace,398,Hegel,
135,John Locke,285,C. D. Broad,
1676,William Ernest Johnson,285,C. D. Broad,
253,Alfred North Whitehead,285,C. D. Broad,
1288,G. E. Moore,285,C. D. Broad,
265,Bertrand Russell,285,C. D. Broad,
285,C. D. Broad,135,John Locke,
235,Gottlob Frege,286,Ludwig Wittgenstein,
1677,Johann Wolfgang Goethe,286,Ludwig Wittgenstein,
433,Søren Kierkegaard,286,Ludwig Wittgenstein,
1678,Fyodor Dostoyevsky,286,Ludwig Wittgenstein,
1288,G. E. Moore,286,Ludwig Wittgenstein,
1679,Oswald Spengler,286,Ludwig Wittgenstein,
1294,Ludwig Boltzmann,286,Ludwig Wittgenstein,
1680,Karl Kraus,286,Ludwig Wittgenstein,
1681,Adolf Loos,286,Ludwig Wittgenstein,
1682,Piero Sraffa,286,Ludwig Wittgenstein,
1683,Otto Weininger,286,Ludwig Wittgenstein,
265,Bertrand Russell,286,Ludwig Wittgenstein,
196,Arthur Schopenhauer,286,Ludwig Wittgenstein,
133,Baruch Spinoza,286,Ludwig Wittgenstein,
1233,Leo Tolstoy,286,Ludwig Wittgenstein,
1684,L. E. J. Brouwer,286,Ludwig Wittgenstein,
1685,Heinrich Hertz,286,Ludwig Wittgenstein,
1686,Hermann von Helmholtz,286,Ludwig Wittgenstein,
286,Ludwig Wittgenstein,235,Gottlob Frege,
286,Ludwig Wittgenstein,1677,Johann Wolfgang Goethe,
286,Ludwig Wittgenstein,433,Søren Kierkegaard,
286,Ludwig Wittgenstein,1678,Fyodor Dostoyevsky,
286,Ludwig Wittgenstein,1288,G. E. Moore,
286,Ludwig Wittgenstein,1679,Oswald Spengler,
286,Ludwig Wittgenstein,1294,Ludwig Boltzmann,
286,Ludwig Wittgenstein,1680,Karl Kraus,
286,Ludwig Wittgenstein,1681,Adolf Loos,
286,Ludwig Wittgenstein,1682,Piero Sraffa,
286,Ludwig Wittgenstein,1683,Otto Weininger,
286,Ludwig Wittgenstein,265,Bertrand Russell,
286,Ludwig Wittgenstein,196,Arthur Schopenhauer,
286,Ludwig Wittgenstein,133,Baruch Spinoza,
286,Ludwig Wittgenstein,1233,Leo Tolstoy,
286,Ludwig Wittgenstein,1684,L. E. J. Brouwer,
286,Ludwig Wittgenstein,1685,Heinrich Hertz,
286,Ludwig Wittgenstein,1686,Hermann von Helmholtz,
839,Bergson,287,Gabriel Marcel,
1217,Buber,287,Gabriel Marcel,
401,Heidegger,287,Gabriel Marcel,
1068,Kierkegaard,287,Gabriel Marcel,
828,Husserl,287,Gabriel Marcel,
1703,Mauriac,287,Gabriel Marcel,
1704,Royce,287,Gabriel Marcel,
287,Gabriel Marcel,839,Bergson,
287,Gabriel Marcel,1217,Buber,
287,Gabriel Marcel,401,Heidegger,
287,Gabriel Marcel,1068,Kierkegaard,
287,Gabriel Marcel,828,Husserl,
2,Anaximander,288,Martin Heidegger,
35,Aristotle,288,Martin Heidegger,
507,Augustine,288,Martin Heidegger,
1707,Brentano,288,Martin Heidegger,
1708,Dilthey,288,Martin Heidegger,
1123,Hartmann,288,Martin Heidegger,
398,Hegel,288,Martin Heidegger,
7,Heraclitus,288,Martin Heidegger,
1085,Hölderlin,288,Martin Heidegger,
828,Husserl,288,Martin Heidegger,
1221,Jaspers,288,Martin Heidegger,
448,Kant,288,Martin Heidegger,
524,Aquinas,288,Martin Heidegger,
1068,Kierkegaard,288,Martin Heidegger,
1709,Laozi,288,Martin Heidegger,
1710,Lask,288,Martin Heidegger,
400,Nietzsche,288,Martin Heidegger,
1711,Jakob von Uexküll,288,Martin Heidegger,
8,Parmenides,288,Martin Heidegger,
30,Plato,288,Martin Heidegger,
1712,Rickert,288,Martin Heidegger,
527,Duns Scotus,288,Martin Heidegger,
1713,Thomas of Erfurt,288,Martin Heidegger,
1714,Count Yorck,288,Martin Heidegger,
288,Martin Heidegger,2,Anaximander,
288,Martin Heidegger,35,Aristotle,
288,Martin Heidegger,507,Augustine,
288,Martin Heidegger,1707,Brentano,
288,Martin Heidegger,1708,Dilthey,
288,Martin Heidegger,1123,Hartmann,
288,Martin Heidegger,398,Hegel,
288,Martin Heidegger,7,Heraclitus,
288,Martin Heidegger,1085,Hölderlin,
288,Martin Heidegger,828,Husserl,
288,Martin Heidegger,1221,Jaspers,
288,Martin Heidegger,448,Kant,
288,Martin Heidegger,524,Aquinas,
288,Martin Heidegger,1068,Kierkegaard,
288,Martin Heidegger,1709,Laozi,
288,Martin Heidegger,1710,Lask,
288,Martin Heidegger,400,Nietzsche,
288,Martin Heidegger,1711,Jakob von Uexküll,
288,Martin Heidegger,8,Parmenides,
288,Martin Heidegger,30,Plato,
288,Martin Heidegger,1712,Rickert,
288,Martin Heidegger,527,Duns Scotus,
288,Martin Heidegger,1713,Thomas of Erfurt,
288,Martin Heidegger,1714,Count Yorck,
217,Karl Marx,289,Antonio Gramsci,
102,Niccolò Machiavelli,289,Antonio Gramsci,
1660,Vladimir Lenin,289,Antonio Gramsci,
1733,Antonio Labriola,289,Antonio Gramsci,
1200,Georges Sorel,289,Antonio Gramsci,
258,Benedetto Croce,289,Antonio Gramsci,
270,Giovanni Gentile,289,Antonio Gramsci,
1734,Daniel De Leon,289,Antonio Gramsci,
146,Giambattista Vico,289,Antonio Gramsci,
289,Antonio Gramsci,217,Karl Marx,
289,Antonio Gramsci,102,Niccolò Machiavelli,
289,Antonio Gramsci,1660,Vladimir Lenin,
289,Antonio Gramsci,1733,Antonio Labriola,
289,Antonio Gramsci,1200,Georges Sorel,
289,Antonio Gramsci,258,Benedetto Croce,
289,Antonio Gramsci,270,Giovanni Gentile,
289,Antonio Gramsci,1734,Daniel De Leon,
289,Antonio Gramsci,146,Giambattista Vico,
851,Frege,290,Rudolf Carnap,
448,Kant,290,Rudolf Carnap,
1121,Einstein,290,Rudolf Carnap,
1306,Mach,290,Rudolf Carnap,
1751,Brentano Russell,290,Rudolf Carnap,
828,Husserl,290,Rudolf Carnap,
786,Wittgenstein,290,Rudolf Carnap,
1752,Tarski,290,Rudolf Carnap,
1753,Bauch,290,Rudolf Carnap,
290,Rudolf Carnap,851,Frege,
290,Rudolf Carnap,448,Kant,
290,Rudolf Carnap,1121,Einstein,
290,Rudolf Carnap,1306,Mach,
290,Rudolf Carnap,1751,Brentano Russell,
290,Rudolf Carnap,828,Husserl,
290,Rudolf Carnap,786,Wittgenstein,
290,Rudolf Carnap,1752,Tarski,
290,Rudolf Carnap,1753,Bauch,
842,Adorno,291,Walter Benjamin,
1768,Bachofen,291,Walter Benjamin,
1769,Baudelaire,291,Walter Benjamin,
1770,Brecht,291,Walter Benjamin,
1323,Kafka,291,Walter Benjamin,
1071,Lukács,291,Walter Benjamin,
451,Marx,291,Walter Benjamin,
1454,Proust,291,Walter Benjamin,
1712,Rickert,291,Walter Benjamin,
1771,Scholem,291,Walter Benjamin,
291,Walter Benjamin,842,Adorno,
291,Walter Benjamin,1768,Bachofen,
291,Walter Benjamin,1769,Baudelaire,
291,Walter Benjamin,1770,Brecht,
291,Walter Benjamin,1323,Kafka,
291,Walter Benjamin,1071,Lukács,
291,Walter Benjamin,451,Marx,
291,Walter Benjamin,1454,Proust,
291,Walter Benjamin,1712,Rickert,
291,Walter Benjamin,1771,Scholem,
1778,Montague,292,Brand Blanshard,
1779,Lewis,292,Brand Blanshard,
1704,Royce,292,Brand Blanshard,
1082,Bradley,292,Brand Blanshard,
1081,Bosanquet,292,Brand Blanshard,
246,Edmund Husserl,294,Roman Ingarden,
171,Immanuel Kant,294,Roman Ingarden,
1106,Kazimierz Twardowski,294,Roman Ingarden,
294,Roman Ingarden,246,Edmund Husserl,
294,Roman Ingarden,171,Immanuel Kant,
294,Roman Ingarden,1106,Kazimierz Twardowski,
1783,Cassirer,295,Susanne Langer,
402,Whitehead,295,Susanne Langer,
295,Susanne Langer,1783,Cassirer,
1013,G. W. F. Hegel,297,Georges Bataille,
217,Karl Marx,297,Georges Bataille,
230,Friedrich Nietzsche,297,Georges Bataille,
453,Freud,297,Georges Bataille,
1785,Alexandre Kojève,297,Georges Bataille,
244,Émile Durkheim,297,Georges Bataille,
1162,Marquis de Sade,297,Georges Bataille,
1786,Lev Shestov,297,Georges Bataille,
1413,Marcel Mauss,297,Georges Bataille,
297,Georges Bataille,1013,G. W. F. Hegel,
297,Georges Bataille,217,Karl Marx,
297,Georges Bataille,230,Friedrich Nietzsche,
297,Georges Bataille,453,Freud,
297,Georges Bataille,1785,Alexandre Kojève,
297,Georges Bataille,244,Émile Durkheim,
297,Georges Bataille,1162,Marquis de Sade,
297,Georges Bataille,1786,Lev Shestov,
297,Georges Bataille,1413,Marcel Mauss,
448,Kant,298,Herbert Marcuse,
398,Hegel,298,Herbert Marcuse,
451,Marx,298,Herbert Marcuse,
453,Freud,298,Herbert Marcuse,
828,Husserl,298,Herbert Marcuse,
400,Nietzsche,298,Herbert Marcuse,
401,Heidegger,298,Herbert Marcuse,
298,Herbert Marcuse,448,Kant,
298,Herbert Marcuse,398,Hegel,
298,Herbert Marcuse,451,Marx,
298,Herbert Marcuse,453,Freud,
298,Herbert Marcuse,828,Husserl,
298,Herbert Marcuse,400,Nietzsche,
298,Herbert Marcuse,401,Heidegger,
35,Aristotle,299,Xavier Zubiri,
532,St. Thomas Aquinas,299,Xavier Zubiri,
110,Francisco Suárez,299,Xavier Zubiri,
596,Leibniz,299,Xavier Zubiri,
398,Hegel,299,Xavier Zubiri,
828,Husserl,299,Xavier Zubiri,
401,Heidegger,299,Xavier Zubiri,
279,José Ortega y Gasset,299,Xavier Zubiri,
299,Xavier Zubiri,35,Aristotle,
16,Socrates,300,Leo Strauss,
30,Plato,300,Leo Strauss,
35,Aristotle,300,Leo Strauss,
51,Cicero,300,Leo Strauss,
1797,Al Farabi,300,Leo Strauss,
77,Maimonides,300,Leo Strauss,
853,Machiavelli,300,Leo Strauss,
447,Hobbes,300,Leo Strauss,
409,Spinoza,300,Leo Strauss,
1798,Mendelssohn,300,Leo Strauss,
991,Lessing,300,Leo Strauss,
693,Rousseau,300,Leo Strauss,
448,Kant,300,Leo Strauss,
1799,Rosenzweig,300,Leo Strauss,
398,Hegel,300,Leo Strauss,
400,Nietzsche,300,Leo Strauss,
401,Heidegger,300,Leo Strauss,
1783,Cassirer,300,Leo Strauss,
1800,Schmitt,300,Leo Strauss,
867,Voegelin,300,Leo Strauss,
1069,Kojève,300,Leo Strauss,
300,Leo Strauss,16,Socrates,
300,Leo Strauss,30,Plato,
300,Leo Strauss,35,Aristotle,
300,Leo Strauss,51,Cicero,
300,Leo Strauss,1797,Al Farabi,
300,Leo Strauss,77,Maimonides,
300,Leo Strauss,853,Machiavelli,
300,Leo Strauss,447,Hobbes,
300,Leo Strauss,409,Spinoza,
300,Leo Strauss,1798,Mendelssohn,
300,Leo Strauss,991,Lessing,
300,Leo Strauss,693,Rousseau,
300,Leo Strauss,448,Kant,
300,Leo Strauss,1799,Rosenzweig,
300,Leo Strauss,398,Hegel,
300,Leo Strauss,400,Nietzsche,
300,Leo Strauss,401,Heidegger,
300,Leo Strauss,1783,Cassirer,
300,Leo Strauss,1800,Schmitt,
300,Leo Strauss,867,Voegelin,
300,Leo Strauss,1069,Kojève,
1816,H. A. Pritchard,301,Henry Habberley Price,
118,René Descartes,302,Gilbert Ryle,
196,Arthur Schopenhauer,302,Gilbert Ryle,
286,Ludwig Wittgenstein,302,Gilbert Ryle,
246,Edmund Husserl,302,Gilbert Ryle,
302,Gilbert Ryle,118,René Descartes,
302,Gilbert Ryle,196,Arthur Schopenhauer,
302,Gilbert Ryle,286,Ludwig Wittgenstein,
302,Gilbert Ryle,246,Edmund Husserl,
1058,Schelling,303,Hans-Georg Gadamer,
30,Plato,303,Hans-Georg Gadamer,
35,Aristotle,303,Hans-Georg Gadamer,
507,Augustine,303,Hans-Georg Gadamer,
448,Kant,303,Hans-Georg Gadamer,
398,Hegel,303,Hans-Georg Gadamer,
828,Husserl,303,Hans-Georg Gadamer,
401,Heidegger,303,Hans-Georg Gadamer,
1221,Jaspers,303,Hans-Georg Gadamer,
303,Hans-Georg Gadamer,1058,Schelling,
303,Hans-Georg Gadamer,30,Plato,
303,Hans-Georg Gadamer,35,Aristotle,
303,Hans-Georg Gadamer,507,Augustine,
303,Hans-Georg Gadamer,448,Kant,
303,Hans-Georg Gadamer,398,Hegel,
303,Hans-Georg Gadamer,828,Husserl,
481,Sigmund Freud,304,Jacques Lacan,
1828,Gaëtan Gatian de Clérambault,304,Jacques Lacan,
1829,Theodor Reik,304,Jacques Lacan,
191,Georg Wilhelm Friedrich Hegel,304,Jacques Lacan,
288,Martin Heidegger,304,Jacques Lacan,
243,Ferdinand de Saussure,304,Jacques Lacan,
1830,Roman Jakobson,304,Jacques Lacan,
313,Karl Jaspers,304,Jacques Lacan,
1785,Alexandre Kojève,304,Jacques Lacan,
1414,Claude Lévi-Strauss,304,Jacques Lacan,
217,Karl Marx,304,Jacques Lacan,
1831,Salvador Dali,304,Jacques Lacan,
297,Georges Bataille,304,Jacques Lacan,
1832,Henri Wallon,304,Jacques Lacan,
1162,Marquis de Sade,304,Jacques Lacan,
304,Jacques Lacan,481,Sigmund Freud,
304,Jacques Lacan,1828,Gaëtan Gatian de Clérambault,
304,Jacques Lacan,1829,Theodor Reik,
304,Jacques Lacan,191,Georg Wilhelm Friedrich Hegel,
304,Jacques Lacan,288,Martin Heidegger,
304,Jacques Lacan,243,Ferdinand de Saussure,
304,Jacques Lacan,1830,Roman Jakobson,
304,Jacques Lacan,313,Karl Jaspers,
304,Jacques Lacan,1785,Alexandre Kojève,
304,Jacques Lacan,1414,Claude Lévi-Strauss,
304,Jacques Lacan,217,Karl Marx,
227,Charles Sanders Peirce,305,Alfred Tarski,
305,Alfred Tarski,227,Charles Sanders Peirce,
290,Rudolf Carnap,306,Ernest Nagel,
1389,Morris Raphael Cohen,306,Ernest Nagel,
306,Ernest Nagel,290,Rudolf Carnap,
306,Ernest Nagel,1389,Morris Raphael Cohen,
16,Socrates,307,Karl Popper,
1849,Lycophron,307,Karl Popper,
35,Aristotle,307,Karl Popper,
495,Descartes,307,Karl Popper,
448,Kant,307,Karl Popper,
898,Schopenhauer,307,Karl Popper,
1850,Fries,307,Karl Popper,
398,Hegel,307,Karl Popper,
1068,Kierkegaard,307,Karl Popper,
1121,Einstein,307,Karl Popper,
1293,Vienna Circle,307,Karl Popper,
969,Hayek,307,Karl Popper,
1752,Tarski,307,Karl Popper,
1851,Selz,307,Karl Popper,
830,Russell,307,Karl Popper,
1120,Campbell,307,Karl Popper,
927,Burke,307,Karl Popper,
978,Mill,307,Karl Popper,
457,Hume,307,Karl Popper,
848,Peirce,307,Karl Popper,
851,Frege,307,Karl Popper,
1852,Bolzano,307,Karl Popper,
1853,Husserl Wächtershäuser,307,Karl Popper,
307,Karl Popper,16,Socrates,
307,Karl Popper,1849,Lycophron,
307,Karl Popper,35,Aristotle,
307,Karl Popper,495,Descartes,
307,Karl Popper,448,Kant,
307,Karl Popper,898,Schopenhauer,
307,Karl Popper,1850,Fries,
307,Karl Popper,398,Hegel,
307,Karl Popper,1068,Kierkegaard,
307,Karl Popper,1121,Einstein,
307,Karl Popper,1293,Vienna Circle,
307,Karl Popper,969,Hayek,
307,Karl Popper,1752,Tarski,
307,Karl Popper,1851,Selz,
307,Karl Popper,830,Russell,
307,Karl Popper,1120,Campbell,
307,Karl Popper,927,Burke,
307,Karl Popper,978,Mill,
307,Karl Popper,457,Hume,
307,Karl Popper,848,Peirce,
307,Karl Popper,851,Frege,
307,Karl Popper,1852,Bolzano,
307,Karl Popper,1853,Husserl Wächtershäuser,
35,Aristotle,308,Mortimer Adler,
524,Aquinas,308,Mortimer Adler,
900,James,308,Mortimer Adler,
744,Locke,308,Mortimer Adler,
626,Maritain,308,Mortimer Adler,
978,Mill,308,Mortimer Adler,
786,Wittgenstein,309,Frank P. Ramsey,
848,Peirce,309,Frank P. Ramsey,
265,Bertrand Russell,309,Frank P. Ramsey,
309,Frank P. Ramsey,786,Wittgenstein,
309,Frank P. Ramsey,848,Peirce,
309,Frank P. Ramsey,265,Bertrand Russell,
171,Immanuel Kant,310,Theodor Adorno,
1013,G. W. F. Hegel,310,Theodor Adorno,
433,Søren Kierkegaard,310,Theodor Adorno,
230,Friedrich Nietzsche,310,Theodor Adorno,
246,Edmund Husserl,310,Theodor Adorno,
217,Karl Marx,310,Theodor Adorno,
481,Sigmund Freud,310,Theodor Adorno,
1884,Georg Lukács,310,Theodor Adorno,
1885,Ernst Bloch,310,Theodor Adorno,
255,Max Weber,310,Theodor Adorno,
1279,Georg Simmel,310,Theodor Adorno,
1886,Max Horkheimer,310,Theodor Adorno,
1887,Hans Cornelius,310,Theodor Adorno,
291,Walter Benjamin,310,Theodor Adorno,
1888,Arnold Schoenberg,310,Theodor Adorno,
1889,Alban Berg,310,Theodor Adorno,
1029,Charles Baudelaire,310,Theodor Adorno,
1234,Marcel Proust,310,Theodor Adorno,
1890,Franz Kafka,310,Theodor Adorno,
1679,Oswald Spengler,310,Theodor Adorno,
1891,Siegfried Kracauer,310,Theodor Adorno,
1892,Thomas Mann,310,Theodor Adorno,
310,Theodor Adorno,171,Immanuel Kant,
310,Theodor Adorno,1013,G. W. F. Hegel,
310,Theodor Adorno,433,Søren Kierkegaard,
